customer_unique_id,customer_city,totalorders,totalpayments,avgorderpayment,totalitems,avgitemsperorder,topproductcategory,totalreviews,avgreviewscore,lastorderdate,dayssincelastorder,firstorderdate,customerlifespan,ordersperyear
8d50f5eadf50201ccdcedfb9e2ac8455,sao paulo,16,902.04,56.3775000000000000,16,1.00000000000000000000,sports_leisure,16,5.0000000000000000,2018-08-20,65,2017-05-15,527,11.0815939278937379
3e43e6105506432c953e165fb2acf44c,praia grande,9,1172.66,130.2955555555555556,14,1.5555555555555556,bed_bath_table,9,2.7777777777777778,2018-02-27,239,2017-09-18,401,8.1920199501246881
6469f99c1f9dfae7733b25662e7f1782,santos,7,758.83,108.4042857142857143,9,1.2857142857142857,bed_bath_table,7,5.0000000000000000,2018-06-28,118,2017-09-19,400,6.3875000000000001
1b6c7548a2a1f9037c1fd3ddfed95f33,ituiutaba,7,959.01,137.0014285714285714,9,1.2857142857142857,furniture_decor,7,5.0000000000000000,2018-02-14,252,2017-11-13,345,7.40579710144927536232
ca77025e7201e3b30c44b472ff346268,recife,7,1122.72,160.3885714285714286,12,1.7142857142857143,cool_stuff,7,5.0000000000000000,2018-06-01,145,2017-10-09,380,6.7236842105263158
dc813062e0fc23409cd255f7f53c7074,garanhuns,6,1094.63,182.4383333333333333,11,1.8333333333333333,toys,6,4.5000000000000000,2018-08-23,62,2017-07-01,480,4.5625000000000001
12f5d6e1cbf93dafd9dcc19095df0b3d,curitiba,6,110.72,18.4533333333333333,6,1.00000000000000000000,furniture_bedroom,6,5.0000000000000000,2017-01-05,657,2017-01-05,657,3.3333333333333333
47c1a3033b8b77b3ab6e109eb4d5fdf3,jandira,6,944.21,157.3683333333333333,7,1.1666666666666667,auto,7,4.8571428571428571,2018-01-24,273,2017-08-07,443,4.9435665914221219
63cfc61cee11cbe306bff5857d00bfe4,rio de janeiro,6,826.32,137.7200000000000000,11,1.8333333333333333,construction_tools_construction,6,4.5000000000000000,2018-05-28,149,2017-05-11,531,4.1242937853107345
f0e310a6839dce9de1638e0fe5ab282a,vitoria,6,540.69,90.1150000000000000,6,1.00000000000000000000,bed_bath_table,6,4.5000000000000000,2018-04-05,202,2017-05-20,522,4.1954022988505746
fe81bb32c243a86b2f86fbf053fe6140,sao paulo,5,1590.76,318.1520000000000000,5,1.00000000000000000000,watches_gifts,5,4.2000000000000000,2018-06-21,125,2017-10-22,367,4.9727520435967303
56c8638e7c058b98aae6d74d2dd6ea23,guaxupe,5,806.47,161.2940000000000000,7,1.4000000000000000,furniture_decor,5,4.2000000000000000,2018-04-19,188,2017-07-12,469,3.8912579957356076
4e65032f1f574189fb793bac5a867bbc,sao caetano do sul,5,490.41,98.0820000000000000,6,1.2000000000000000,auto,5,5.0000000000000000,2018-06-14,132,2017-03-26,577,3.1629116117850953
5e8f38a9a1c023f3db718edcf926a2db,feira de santana,5,1114.18,222.8360000000000000,5,1.00000000000000000000,watches_gifts,5,3.8000000000000000,2018-03-06,232,2017-08-21,429,4.2540792540792539
74cb1ad7e6d5674325c1f99b5ea30d82,sao paulo,5,451.17,90.2340000000000000,5,1.00000000000000000000,air_conditioning,6,5.0000000000000000,2018-04-03,204,2017-08-28,422,4.3246445497630333
b4e4f24de1e8725b74e4a1f4975116ed,juiz de fora,5,274.95,54.9900000000000000,5,1.00000000000000000000,fashion_bags_accessories,7,4.1428571428571429,2018-03-30,208,2018-02-23,243,7.51028806584362139912
de34b16117594161a6a89c50b289d35a,santo andre,5,530.38,106.0760000000000000,5,1.00000000000000000000,watches_gifts,5,3.4000000000000000,2018-01-17,280,2017-11-03,355,5.14084507042253521127
394ac4de8f3acb14253c177f0e15bc58,sao paulo,5,745.41,149.0820000000000000,6,1.2000000000000000,health_beauty,5,5.0000000000000000,2018-08-15,70,2017-12-22,306,5.96405228758169934637
35ecdf6858edc6427223b64804cf028e,sao luis,5,603.90,120.7800000000000000,7,1.4000000000000000,sports_leisure,6,4.0000000000000000,2018-03-31,207,2017-08-05,445,4.1011235955056181
2ddc001b620bd90d0f4378cfde1db887,osasco,4,483.33,120.8325000000000000,4,1.00000000000000000000,housewares,4,5.0000000000000000,2018-04-04,203,2017-09-30,389,3.7532133676092547
12d8b5ed661190a3a08183644dfc504d,montanha,4,857.95,214.4875000000000000,6,1.5000000000000000,baby,4,3.7500000000000000,2018-05-02,175,2017-03-26,577,2.5303292894280762
25a560b9a6006157838aab1bdbd68624,porto alegre,4,131.80,32.9500000000000000,4,1.00000000000000000000,bed_bath_table,4,4.0000000000000000,2017-04-09,563,2017-04-08,564,2.5886524822695035
397b44d5bb99eabf54ea9c2b41ebb905,niteroi,4,1756.53,439.1325000000000000,6,1.5000000000000000,fashion_bags_accessories,4,5.0000000000000000,2018-06-17,129,2018-01-11,286,5.10489510489510489508
08e5b38d7948d37fbb2a59fc5e175ab1,joao pessoa,4,1056.33,264.0825000000000000,4,1.00000000000000000000,watches_gifts,4,4.0000000000000000,2018-05-10,167,2018-03-03,235,6.21276595744680851067
083ca1aa470c280236380973a48f77c6,joao pessoa,4,320.26,80.0650000000000000,4,1.00000000000000000000,food,4,5.0000000000000000,2018-08-13,72,2017-07-28,453,3.2229580573951435
ec7f1811826ab04a27a92197bc40c888,rio de janeiro,4,556.94,139.2350000000000000,5,1.2500000000000000,sports_leisure,4,4.7500000000000000,2017-12-19,309,2017-11-02,356,4.10112359550561797755
c8460e4251689ba205045f3ea17884a1,porto alegre,4,4655.91,1163.9775000000000000,24,6.0000000000000000,telephony,4,4.0000000000000000,2018-08-08,77,2018-08-07,78,18.71794871794871794871
d3359a56d96666ac0c21bb01e7a61c95,sao paulo,4,428.38,107.0950000000000000,7,1.7500000000000000,fashio_female_clothing,5,4.8000000000000000,2018-03-21,217,2017-08-24,426,3.4272300469483567
b896655e2083a1d76b7b85df8fc86e40,francisco morato,4,507.06,126.7650000000000000,4,1.00000000000000000000,sports_leisure,4,5.0000000000000000,2018-07-06,110,2017-09-25,394,3.7055837563451778
c37cc6c1a59d81460a3059744f7ada1c,correia pinto,4,663.02,165.7550000000000000,4,1.00000000000000000000,furniture_decor,4,3.7500000000000000,2018-06-21,125,2017-07-02,479,3.0480167014613778
f34cd7fd85a1f8baff886edf09567be3,pomerode,4,1236.76,309.1900000000000000,4,1.00000000000000000000,home_appliances_2,4,5.0000000000000000,2017-09-23,396,2017-08-22,428,3.4112149532710280
f64ec6d8dd29940264cd0bbb5ecade8a,petropolis,4,359.00,89.7500000000000000,4,1.00000000000000000000,housewares,4,5.0000000000000000,2017-11-21,337,2017-10-07,382,3.8219895287958116
f34cd7fd85a1f8baff886edf09567be3,timbo,4,1236.76,309.1900000000000000,4,1.00000000000000000000,home_appliances_2,4,5.0000000000000000,2017-09-23,396,2017-08-22,428,3.4112149532710280
6358b15ef7fa9b1210f1a5735cabd3d9,sao paulo,4,311.14,77.7850000000000000,4,1.00000000000000000000,toys,5,5.0000000000000000,2018-06-04,142,2018-03-02,236,6.18644067796610169489
738ffcf1017b584e9d2684b36e07469c,goiania,4,779.18,194.7950000000000000,5,1.2500000000000000,toys,4,4.7500000000000000,2018-06-16,130,2017-10-13,376,3.8829787234042552
7305430719d715992b00be82af4a6aa8,porto alegre,4,439.31,109.8275000000000000,4,1.00000000000000000000,bed_bath_table,4,5.0000000000000000,2018-08-16,69,2017-07-12,469,3.1130063965884861
4facc2e6fbc2bffab2fea92d2b4aa7e4,porto alegre,4,1760.75,440.1875000000000000,4,1.00000000000000000000,watches_gifts,4,3.0000000000000000,2018-08-13,72,2017-06-18,493,2.9614604462474645
